,away_name,away_abbr,home_name,home_abbr,winning_name,winning_abbr,week,year
1534,Las Vegas Raiders,rai,Kansas City Chiefs,kan,Kansas City Chiefs,kan,17,2015
1535,Minnesota Vikings,min,Green Bay Packers,gnb,Minnesota Vikings,min,17,2015
1536,Carolina Panthers,car,Denver Broncos,den,Denver Broncos,den,1,2016
1537,Buffalo Bills,buf,Baltimore Ravens,rav,Baltimore Ravens,rav,1,2016
1538,Green Bay Packers,gnb,Jacksonville Jaguars,jax,Green Bay Packers,gnb,1,2016
1539,Tampa Bay Buccaneers,tam,Atlanta Falcons,atl,Tampa Bay Buccaneers,tam,1,2016
1540,Cleveland Browns,cle,Philadelphia Eagles,phi,Philadelphia Eagles,phi,1,2016
1541,Minnesota Vikings,min,Tennessee Titans,oti,Minnesota Vikings,min,1,2016
1542,Cincinnati Bengals,cin,New York Jets,nyj,Cincinnati Bengals,cin,1,2016
1543,Las Vegas Raiders,rai,New Orleans Saints,nor,Las Vegas Raiders,rai,1,2016
1544,Los Angeles Chargers,sdg,Kansas City Chiefs,kan,Kansas City Chiefs,kan,1,2016
1545,Chicago Bears,chi,Houston Texans,htx,Houston Texans,htx,1,2016
1546,Miami Dolphins,mia,Seattle Seahawks,sea,Seattle Seahawks,sea,1,2016
1547,Detroit Lions,det,Indianapolis Colts,clt,Detroit Lions,det,1,2016
1548,New York Giants,nyg,Dallas Cowboys,dal,New York Giants,nyg,1,2016
1549,New England Patriots,nwe,Arizona Cardinals,crd,New England Patriots,nwe,1,2016
1550,Pittsburgh Steelers,pit,Washington Football Team,was,Pittsburgh Steelers,pit,1,2016
1551,Los Angeles Rams,ram,San Francisco 49ers,sfo,San Francisco 49ers,sfo,1,2016
1552,New York Jets,nyj,Buffalo Bills,buf,New York Jets,nyj,2,2016
1553,Baltimore Ravens,rav,Cleveland Browns,cle,Baltimore Ravens,rav,2,2016
1554,Cincinnati Bengals,cin,Pittsburgh Steelers,pit,Pittsburgh Steelers,pit,2,2016
1555,Miami Dolphins,mia,New England Patriots,nwe,New England Patriots,nwe,2,2016
1556,Kansas City Chiefs,kan,Houston Texans,htx,Houston Texans,htx,2,2016
1557,Tennessee Titans,oti,Detroit Lions,det,Tennessee Titans,oti,2,2016
1558,San Francisco 49ers,sfo,Carolina Panthers,car,Carolina Panthers,car,2,2016
1559,Dallas Cowboys,dal,Washington Football Team,was,Dallas Cowboys,dal,2,2016
1560,New Orleans Saints,nor,New York Giants,nyg,New York Giants,nyg,2,2016
1561,Tampa Bay Buccaneers,tam,Arizona Cardinals,crd,Arizona Cardinals,crd,2,2016
1562,Seattle Seahawks,sea,Los Angeles Rams,ram,Los Angeles Rams,ram,2,2016
1563,Jacksonville Jaguars,jax,Los Angeles Chargers,sdg,Los Angeles Chargers,sdg,2,2016
1564,Atlanta Falcons,atl,Las Vegas Raiders,rai,Atlanta Falcons,atl,2,2016
1565,Indianapolis Colts,clt,Denver Broncos,den,Denver Broncos,den,2,2016
1566,Green Bay Packers,gnb,Minnesota Vikings,min,Minnesota Vikings,min,2,2016
1567,Philadelphia Eagles,phi,Chicago Bears,chi,Philadelphia Eagles,phi,2,2016
1568,Houston Texans,htx,New England Patriots,nwe,New England Patriots,nwe,3,2016
1569,Minnesota Vikings,min,Carolina Panthers,car,Minnesota Vikings,min,3,2016
1570,Arizona Cardinals,crd,Buffalo Bills,buf,Buffalo Bills,buf,3,2016
1571,Las Vegas Raiders,rai,Tennessee Titans,oti,Las Vegas Raiders,rai,3,2016
1572,Washington Football Team,was,New York Giants,nyg,Washington Football Team,was,3,2016
1573,Cleveland Browns,cle,Miami Dolphins,mia,Miami Dolphins,mia,3,2016
1574,Baltimore Ravens,rav,Jacksonville Jaguars,jax,Baltimore Ravens,rav,3,2016
1575,Detroit Lions,det,Green Bay Packers,gnb,Green Bay Packers,gnb,3,2016
1576,Denver Broncos,den,Cincinnati Bengals,cin,Denver Broncos,den,3,2016
1577,Los Angeles Rams,ram,Tampa Bay Buccaneers,tam,Los Angeles Rams,ram,3,2016
1578,San Francisco 49ers,sfo,Seattle Seahawks,sea,Seattle Seahawks,sea,3,2016
1579,Pittsburgh Steelers,pit,Philadelphia Eagles,phi,Philadelphia Eagles,phi,3,2016
1580,Los Angeles Chargers,sdg,Indianapolis Colts,clt,Indianapolis Colts,clt,3,2016
1581,New York Jets,nyj,Kansas City Chiefs,kan,Kansas City Chiefs,kan,3,2016
1582,Chicago Bears,chi,Dallas Cowboys,dal,Dallas Cowboys,dal,3,2016
1583,Atlanta Falcons,atl,New Orleans Saints,nor,Atlanta Falcons,atl,3,2016
1584,Miami Dolphins,mia,Cincinnati Bengals,cin,Cincinnati Bengals,cin,4,2016
1585,Indianapolis Colts,clt,Jacksonville Jaguars,jax,Jacksonville Jaguars,jax,4,2016
1586,Detroit Lions,det,Chicago Bears,chi,Chicago Bears,chi,4,2016
1587,Las Vegas Raiders,rai,Baltimore Ravens,rav,Las Vegas Raiders,rai,4,2016
1588,Buffalo Bills,buf,New England Patriots,nwe,Buffalo Bills,buf,4,2016
1589,Tennessee Titans,oti,Houston Texans,htx,Houston Texans,htx,4,2016
1590,Seattle Seahawks,sea,New York Jets,nyj,Seattle Seahawks,sea,4,2016
1591,Carolina Panthers,car,Atlanta Falcons,atl,Atlanta Falcons,atl,4,2016
1592,Cleveland Browns,cle,Washington Football Team,was,Washington Football Team,was,4,2016
1593,Denver Broncos,den,Tampa Bay Buccaneers,tam,Denver Broncos,den,4,2016
1594,Dallas Cowboys,dal,San Francisco 49ers,sfo,Dallas Cowboys,dal,4,2016
1595,New Orleans Saints,nor,Los Angeles Chargers,sdg,New Orleans Saints,nor,4,2016
1596,Los Angeles Rams,ram,Arizona Cardinals,crd,Los Angeles Rams,ram,4,2016
1597,Kansas City Chiefs,kan,Pittsburgh Steelers,pit,Pittsburgh Steelers,pit,4,2016
1598,New York Giants,nyg,Minnesota Vikings,min,Minnesota Vikings,min,4,2016
1599,Arizona Cardinals,crd,San Francisco 49ers,sfo,Arizona Cardinals,crd,5,2016
1600,Chicago Bears,chi,Indianapolis Colts,clt,Indianapolis Colts,clt,5,2016
1601,New England Patriots,nwe,Cleveland Browns,cle,New England Patriots,nwe,5,2016
1602,New York Jets,nyj,Pittsburgh Steelers,pit,Pittsburgh Steelers,pit,5,2016
1603,Tennessee Titans,oti,Miami Dolphins,mia,Tennessee Titans,oti,5,2016
1604,Philadelphia Eagles,phi,Detroit Lions,det,Detroit Lions,det,5,2016
1605,Washington Football Team,was,Baltimore Ravens,rav,Washington Football Team,was,5,2016
1606,Houston Texans,htx,Minnesota Vikings,min,Minnesota Vikings,min,5,2016
1607,Atlanta Falcons,atl,Denver Broncos,den,Atlanta Falcons,atl,5,2016
1608,Buffalo Bills,buf,Los Angeles Rams,ram,Buffalo Bills,buf,5,2016
1609,Los Angeles Chargers,sdg,Las Vegas Raiders,rai,Las Vegas Raiders,rai,5,2016
1610,Cincinnati Bengals,cin,Dallas Cowboys,dal,Dallas Cowboys,dal,5,2016
1611,New York Giants,nyg,Green Bay Packers,gnb,Green Bay Packers,gnb,5,2016
1612,Tampa Bay Buccaneers,tam,Carolina Panthers,car,Tampa Bay Buccaneers,tam,5,2016
1613,Denver Broncos,den,Los Angeles Chargers,sdg,Los Angeles Chargers,sdg,6,2016
1614,Jacksonville Jaguars,jax,Chicago Bears,chi,Jacksonville Jaguars,jax,6,2016
1615,San Francisco 49ers,sfo,Buffalo Bills,buf,Buffalo Bills,buf,6,2016
1616,Cleveland Browns,cle,Tennessee Titans,oti,Tennessee Titans,oti,6,2016
1617,Baltimore Ravens,rav,New York Giants,nyg,New York Giants,nyg,6,2016
1618,Cincinnati Bengals,cin,New England Patriots,nwe,New England Patriots,nwe,6,2016
1619,Pittsburgh Steelers,pit,Miami Dolphins,mia,Miami Dolphins,mia,6,2016
1620,Los Angeles Rams,ram,Detroit Lions,det,Detroit Lions,det,6,2016
1621,Philadelphia Eagles,phi,Washington Football Team,was,Washington Football Team,was,6,2016
1622,Carolina Panthers,car,New Orleans Saints,nor,New Orleans Saints,nor,6,2016
1623,Kansas City Chiefs,kan,Las Vegas Raiders,rai,Kansas City Chiefs,kan,6,2016
1624,Dallas Cowboys,dal,Green Bay Packers,gnb,Dallas Cowboys,dal,6,2016
1625,Atlanta Falcons,atl,Seattle Seahawks,sea,Seattle Seahawks,sea,6,2016
1626,Indianapolis Colts,clt,Houston Texans,htx,Houston Texans,htx,6,2016
1627,New York Jets,nyj,Arizona Cardinals,crd,Arizona Cardinals,crd,6,2016
1628,Chicago Bears,chi,Green Bay Packers,gnb,Green Bay Packers,gnb,7,2016
1629,New York Giants,nyg,Los Angeles Rams,ram,New York Giants,nyg,7,2016
1630,Cleveland Browns,cle,Cincinnati Bengals,cin,Cincinnati Bengals,cin,7,2016
1631,Minnesota Vikings,min,Philadelphia Eagles,phi,Philadelphia Eagles,phi,7,2016
1632,Indianapolis Colts,clt,Tennessee Titans,oti,Indianapolis Colts,clt,7,2016
1633,Buffalo Bills,buf,Miami Dolphins,mia,Miami Dolphins,mia,7,2016
1634,Las Vegas Raiders,rai,Jacksonville Jaguars,jax,Las Vegas Raiders,rai,7,2016
1635,Washington Football Team,was,Detroit Lions,det,Detroit Lions,det,7,2016
1636,New Orleans Saints,nor,Kansas City Chiefs,kan,Kansas City Chiefs,kan,7,2016
1637,Baltimore Ravens,rav,New York Jets,nyj,New York Jets,nyj,7,2016
1638,Los Angeles Chargers,sdg,Atlanta Falcons,atl,Los Angeles Chargers,sdg,7,2016
1639,Tampa Bay Buccaneers,tam,San Francisco 49ers,sfo,Tampa Bay Buccaneers,tam,7,2016
1640,New England Patriots,nwe,Pittsburgh Steelers,pit,New England Patriots,nwe,7,2016
1641,Seattle Seahawks,sea,Arizona Cardinals,crd,,,7,2016
1642,Houston Texans,htx,Denver Broncos,den,Denver Broncos,den,7,2016
1643,Jacksonville Jaguars,jax,Tennessee Titans,oti,Tennessee Titans,oti,8,2016
1644,Washington Football Team,was,Cincinnati Bengals,cin,,,8,2016
1645,Arizona Cardinals,crd,Carolina Panthers,car,Carolina Panthers,car,8,2016
1646,New England Patriots,nwe,Buffalo Bills,buf,New England Patriots,nwe,8,2016
1647,Las Vegas Raiders,rai,Tampa Bay Buccaneers,tam,Las Vegas Raiders,rai,8,2016
1648,Kansas City Chiefs,kan,Indianapolis Colts,clt,Kansas City Chiefs,kan,8,2016
1649,New York Jets,nyj,Cleveland Browns,cle,New York Jets,nyj,8,2016
1650,Seattle Seahawks,sea,New Orleans Saints,nor,New Orleans Saints,nor,8,2016
1651,Detroit Lions,det,Houston Texans,htx,Houston Texans,htx,8,2016
1652,Los Angeles Chargers,sdg,Denver Broncos,den,Denver Broncos,den,8,2016
1653,Green Bay Packers,gnb,Atlanta Falcons,atl,Atlanta Falcons,atl,8,2016
1654,Philadelphia Eagles,phi,Dallas Cowboys,dal,Dallas Cowboys,dal,8,2016
1655,Minnesota Vikings,min,Chicago Bears,chi,Chicago Bears,chi,8,2016
1656,Atlanta Falcons,atl,Tampa Bay Buccaneers,tam,Atlanta Falcons,atl,9,2016
1657,Dallas Cowboys,dal,Cleveland Browns,cle,Dallas Cowboys,dal,9,2016
1658,Pittsburgh Steelers,pit,Baltimore Ravens,rav,Baltimore Ravens,rav,9,2016
1659,Philadelphia Eagles,phi,New York Giants,nyg,New York Giants,nyg,9,2016
1660,Detroit Lions,det,Minnesota Vikings,min,Detroit Lions,det,9,2016
1661,New York Jets,nyj,Miami Dolphins,mia,Miami Dolphins,mia,9,2016
1662,Jacksonville Jaguars,jax,Kansas City Chiefs,kan,Kansas City Chiefs,kan,9,2016
1663,New Orleans Saints,nor,San Francisco 49ers,sfo,New Orleans Saints,nor,9,2016
1664,Carolina Panthers,car,Los Angeles Rams,ram,Carolina Panthers,car,9,2016
1665,Indianapolis Colts,clt,Green Bay Packers,gnb,Indianapolis Colts,clt,9,2016
1666,Tennessee Titans,oti,Los Angeles Chargers,sdg,Los Angeles Chargers,sdg,9,2016
1667,Denver Broncos,den,Las Vegas Raiders,rai,Las Vegas Raiders,rai,9,2016
1668,Buffalo Bills,buf,Seattle Seahawks,sea,Seattle Seahawks,sea,9,2016
1669,Cleveland Browns,cle,Baltimore Ravens,rav,Baltimore Ravens,rav,10,2016
1670,Kansas City Chiefs,kan,Carolina Panthers,car,Kansas City Chiefs,kan,10,2016
1671,Minnesota Vikings,min,Washington Football Team,was,Washington Football Team,was,10,2016
1672,Chicago Bears,chi,Tampa Bay Buccaneers,tam,Tampa Bay Buccaneers,tam,10,2016
1673,Atlanta Falcons,atl,Philadelphia Eagles,phi,Philadelphia Eagles,phi,10,2016
1674,Green Bay Packers,gnb,Tennessee Titans,oti,Tennessee Titans,oti,10,2016
1675,Los Angeles Rams,ram,New York Jets,nyj,Los Angeles Rams,ram,10,2016
1676,Denver Broncos,den,New Orleans Saints,nor,Denver Broncos,den,10,2016
1677,Houston Texans,htx,Jacksonville Jaguars,jax,Houston Texans,htx,10,2016
1678,Miami Dolphins,mia,Los Angeles Chargers,sdg,Miami Dolphins,mia,10,2016
1679,San Francisco 49ers,sfo,Arizona Cardinals,crd,Arizona Cardinals,crd,10,2016
1680,Dallas Cowboys,dal,Pittsburgh Steelers,pit,Dallas Cowboys,dal,10,2016
1681,Seattle Seahawks,sea,New England Patriots,nwe,Seattle Seahawks,sea,10,2016
1682,Cincinnati Bengals,cin,New York Giants,nyg,New York Giants,nyg,10,2016
1683,New Orleans Saints,nor,Carolina Panthers,car,Carolina Panthers,car,11,2016
1684,Pittsburgh Steelers,pit,Cleveland Browns,cle,Pittsburgh Steelers,pit,11,2016
1685,Buffalo Bills,buf,Cincinnati Bengals,cin,Buffalo Bills,buf,11,2016
1686,Chicago Bears,chi,New York Giants,nyg,New York Giants,nyg,11,2016
1687,Arizona Cardinals,crd,Minnesota Vikings,min,Minnesota Vikings,min,11,2016
1688,Tampa Bay Buccaneers,tam,Kansas City Chiefs,kan,Tampa Bay Buccaneers,tam,11,2016
1689,Jacksonville Jaguars,jax,Detroit Lions,det,Detroit Lions,det,11,2016
1690,Baltimore Ravens,rav,Dallas Cowboys,dal,Dallas Cowboys,dal,11,2016
1691,Tennessee Titans,oti,Indianapolis Colts,clt,Indianapolis Colts,clt,11,2016
1692,Miami Dolphins,mia,Los Angeles Rams,ram,Miami Dolphins,mia,11,2016
1693,New England Patriots,nwe,San Francisco 49ers,sfo,New England Patriots,nwe,11,2016
1694,Philadelphia Eagles,phi,Seattle Seahawks,sea,Seattle Seahawks,sea,11,2016
1695,Green Bay Packers,gnb,Washington Football Team,was,Washington Football Team,was,11,2016
1696,Houston Texans,htx,Las Vegas Raiders,rai,Las Vegas Raiders,rai,11,2016
1697,Minnesota Vikings,min,Detroit Lions,det,Detroit Lions,det,12,2016
1698,Washington Football Team,was,Dallas Cowboys,dal,Dallas Cowboys,dal,12,2016
1699,Pittsburgh Steelers,pit,Indianapolis Colts,clt,Pittsburgh Steelers,pit,12,2016
1700,Cincinnati Bengals,cin,Baltimore Ravens,rav,Baltimore Ravens,rav,12,2016
1701,Los Angeles Rams,ram,New Orleans Saints,nor,New Orleans Saints,nor,12,2016
1702,San Francisco 49ers,sfo,Miami Dolphins,mia,Miami Dolphins,mia,12,2016
1703,Los Angeles Chargers,sdg,Houston Texans,htx,Los Angeles Chargers,sdg,12,2016
1704,New York Giants,nyg,Cleveland Browns,cle,New York Giants,nyg,12,2016
1705,Tennessee Titans,oti,Chicago Bears,chi,Tennessee Titans,oti,12,2016
1706,Jacksonville Jaguars,jax,Buffalo Bills,buf,Buffalo Bills,buf,12,2016
1707,Arizona Cardinals,crd,Atlanta Falcons,atl,Atlanta Falcons,atl,12,2016
1708,Seattle Seahawks,sea,Tampa Bay Buccaneers,tam,Tampa Bay Buccaneers,tam,12,2016
1709,Carolina Panthers,car,Las Vegas Raiders,rai,Las Vegas Raiders,rai,12,2016
1710,New England Patriots,nwe,New York Jets,nyj,New England Patriots,nwe,12,2016
1711,Kansas City Chiefs,kan,Denver Broncos,den,Kansas City Chiefs,kan,12,2016
1712,Green Bay Packers,gnb,Philadelphia Eagles,phi,Green Bay Packers,gnb,12,2016
1713,Dallas Cowboys,dal,Minnesota Vikings,min,Dallas Cowboys,dal,13,2016
1714,San Francisco 49ers,sfo,Chicago Bears,chi,Chicago Bears,chi,13,2016
1715,Kansas City Chiefs,kan,Atlanta Falcons,atl,Kansas City Chiefs,kan,13,2016
1716,Miami Dolphins,mia,Baltimore Ravens,rav,Baltimore Ravens,rav,13,2016
1717,Los Angeles Rams,ram,New England Patriots,nwe,New England Patriots,nwe,13,2016
1718,Detroit Lions,det,New Orleans Saints,nor,Detroit Lions,det,13,2016
1719,Denver Broncos,den,Jacksonville Jaguars,jax,Denver Broncos,den,13,2016
1720,Houston Texans,htx,Green Bay Packers,gnb,Green Bay Packers,gnb,13,2016
1721,Philadelphia Eagles,phi,Cincinnati Bengals,cin,Cincinnati Bengals,cin,13,2016
1722,Buffalo Bills,buf,Las Vegas Raiders,rai,Las Vegas Raiders,rai,13,2016
1723,Tampa Bay Buccaneers,tam,Los Angeles Chargers,sdg,Tampa Bay Buccaneers,tam,13,2016
1724,New York Giants,nyg,Pittsburgh Steelers,pit,Pittsburgh Steelers,pit,13,2016
1725,Washington Football Team,was,Arizona Cardinals,crd,Arizona Cardinals,crd,13,2016
1726,Carolina Panthers,car,Seattle Seahawks,sea,Seattle Seahawks,sea,13,2016
1727,Indianapolis Colts,clt,New York Jets,nyj,Indianapolis Colts,clt,13,2016
1728,Las Vegas Raiders,rai,Kansas City Chiefs,kan,Kansas City Chiefs,kan,14,2016
1729,Los Angeles Chargers,sdg,Carolina Panthers,car,Carolina Panthers,car,14,2016
1730,Pittsburgh Steelers,pit,Buffalo Bills,buf,Pittsburgh Steelers,pit,14,2016
1731,Washington Football Team,was,Philadelphia Eagles,phi,Washington Football Team,was,14,2016
1732,Denver Broncos,den,Tennessee Titans,oti,Tennessee Titans,oti,14,2016
1733,Arizona Cardinals,crd,Miami Dolphins,mia,Miami Dolphins,mia,14,2016
1734,Minnesota Vikings,min,Jacksonville Jaguars,jax,Minnesota Vikings,min,14,2016
1735,Chicago Bears,chi,Detroit Lions,det,Detroit Lions,det,14,2016
1736,Houston Texans,htx,Indianapolis Colts,clt,Houston Texans,htx,14,2016
1737,Cincinnati Bengals,cin,Cleveland Browns,cle,Cincinnati Bengals,cin,14,2016
1738,New York Jets,nyj,San Francisco 49ers,sfo,New York Jets,nyj,14,2016
1739,New Orleans Saints,nor,Tampa Bay Buccaneers,tam,Tampa Bay Buccaneers,tam,14,2016
1740,Atlanta Falcons,atl,Los Angeles Rams,ram,Atlanta Falcons,atl,14,2016
1741,Seattle Seahawks,sea,Green Bay Packers,gnb,Green Bay Packers,gnb,14,2016
1742,Dallas Cowboys,dal,New York Giants,nyg,New York Giants,nyg,14,2016
1743,Baltimore Ravens,rav,New England Patriots,nwe,New England Patriots,nwe,14,2016
1744,Los Angeles Rams,ram,Seattle Seahawks,sea,Seattle Seahawks,sea,15,2016
1745,Miami Dolphins,mia,New York Jets,nyj,Miami Dolphins,mia,15,2016
1746,Philadelphia Eagles,phi,Baltimore Ravens,rav,Baltimore Ravens,rav,15,2016
1747,Detroit Lions,det,New York Giants,nyg,New York Giants,nyg,15,2016
1748,Indianapolis Colts,clt,Minnesota Vikings,min,Indianapolis Colts,clt,15,2016
1749,Tennessee Titans,oti,Kansas City Chiefs,kan,Tennessee Titans,oti,15,2016
1750,Jacksonville Jaguars,jax,Houston Texans,htx,Houston Texans,htx,15,2016
1751,Pittsburgh Steelers,pit,Cincinnati Bengals,cin,Pittsburgh Steelers,pit,15,2016
1752,Green Bay Packers,gnb,Chicago Bears,chi,Green Bay Packers,gnb,15,2016
1753,Cleveland Browns,cle,Buffalo Bills,buf,Buffalo Bills,buf,15,2016
1754,San Francisco 49ers,sfo,Atlanta Falcons,atl,Atlanta Falcons,atl,15,2016
1755,New Orleans Saints,nor,Arizona Cardinals,crd,New Orleans Saints,nor,15,2016
1756,Las Vegas Raiders,rai,Los Angeles Chargers,sdg,Las Vegas Raiders,rai,15,2016
1757,New England Patriots,nwe,Denver Broncos,den,New England Patriots,nwe,15,2016
1758,Tampa Bay Buccaneers,tam,Dallas Cowboys,dal,Dallas Cowboys,dal,15,2016
1759,Carolina Panthers,car,Washington Football Team,was,Carolina Panthers,car,15,2016
1760,New York Giants,nyg,Philadelphia Eagles,phi,Philadelphia Eagles,phi,16,2016
1761,Atlanta Falcons,atl,Carolina Panthers,car,Atlanta Falcons,atl,16,2016
1762,Miami Dolphins,mia,Buffalo Bills,buf,Miami Dolphins,mia,16,2016
1763,New York Jets,nyj,New England Patriots,nwe,New England Patriots,nwe,16,2016
1764,Tennessee Titans,oti,Jacksonville Jaguars,jax,Jacksonville Jaguars,jax,16,2016
1765,Minnesota Vikings,min,Green Bay Packers,gnb,Green Bay Packers,gnb,16,2016
1766,Los Angeles Chargers,sdg,Cleveland Browns,cle,Cleveland Browns,cle,16,2016
1767,Washington Football Team,was,Chicago Bears,chi,Washington Football Team,was,16,2016
1768,Indianapolis Colts,clt,Las Vegas Raiders,rai,Las Vegas Raiders,rai,16,2016
1769,Arizona Cardinals,crd,Seattle Seahawks,sea,Arizona Cardinals,crd,16,2016
1770,San Francisco 49ers,sfo,Los Angeles Rams,ram,San Francisco 49ers,sfo,16,2016
1771,Tampa Bay Buccaneers,tam,New Orleans Saints,nor,New Orleans Saints,nor,16,2016
1772,Cincinnati Bengals,cin,Houston Texans,htx,Houston Texans,htx,16,2016
1773,Baltimore Ravens,rav,Pittsburgh Steelers,pit,Pittsburgh Steelers,pit,16,2016
1774,Denver Broncos,den,Kansas City Chiefs,kan,Kansas City Chiefs,kan,16,2016
1775,Detroit Lions,det,Dallas Cowboys,dal,Dallas Cowboys,dal,16,2016
1776,Jacksonville Jaguars,jax,Indianapolis Colts,clt,Indianapolis Colts,clt,17,2016
1777,Baltimore Ravens,rav,Cincinnati Bengals,cin,Cincinnati Bengals,cin,17,2016
1778,Carolina Panthers,car,Tampa Bay Buccaneers,tam,Tampa Bay Buccaneers,tam,17,2016
1779,Cleveland Browns,cle,Pittsburgh Steelers,pit,Pittsburgh Steelers,pit,17,2016
1780,Dallas Cowboys,dal,Philadelphia Eagles,phi,Philadelphia Eagles,phi,17,2016
1781,Houston Texans,htx,Tennessee Titans,oti,Tennessee Titans,oti,17,2016
1782,Buffalo Bills,buf,New York Jets,nyj,New York Jets,nyj,17,2016
1783,Chicago Bears,chi,Minnesota Vikings,min,Minnesota Vikings,min,17,2016
1784,New England Patriots,nwe,Miami Dolphins,mia,New England Patriots,nwe,17,2016
1785,New Orleans Saints,nor,Atlanta Falcons,atl,Atlanta Falcons,atl,17,2016
1786,New York Giants,nyg,Washington Football Team,was,New York Giants,nyg,17,2016
1787,Seattle Seahawks,sea,San Francisco 49ers,sfo,Seattle Seahawks,sea,17,2016
1788,Kansas City Chiefs,kan,Los Angeles Chargers,sdg,Kansas City Chiefs,kan,17,2016
1789,Arizona Cardinals,crd,Los Angeles Rams,ram,Arizona Cardinals,crd,17,2016
1790,Las Vegas Raiders,rai,Denver Broncos,den,Denver Broncos,den,17,2016
1791,Green Bay Packers,gnb,Detroit Lions,det,Green Bay Packers,gnb,17,2016
1792,Kansas City Chiefs,kan,New England Patriots,nwe,Kansas City Chiefs,kan,1,2017
1793,Atlanta Falcons,atl,Chicago Bears,chi,Atlanta Falcons,atl,1,2017
1794,New York Jets,nyj,Buffalo Bills,buf,Buffalo Bills,buf,1,2017
1795,Philadelphia Eagles,phi,Washington Football Team,was,Philadelphia Eagles,phi,1,2017
1796,Las Vegas Raiders,rai,Tennessee Titans,oti,Las Vegas Raiders,rai,1,2017
1797,Jacksonville Jaguars,jax,Houston Texans,htx,Jacksonville Jaguars,jax,1,2017
1798,Arizona Cardinals,crd,Detroit Lions,det,Detroit Lions,det,1,2017
1799,Pittsburgh Steelers,pit,Cleveland Browns,cle,Pittsburgh Steelers,pit,1,2017
1800,Baltimore Ravens,rav,Cincinnati Bengals,cin,Baltimore Ravens,rav,1,2017
1801,Indianapolis Colts,clt,Los Angeles Rams,ram,Los Angeles Rams,ram,1,2017
1802,Carolina Panthers,car,San Francisco 49ers,sfo,Carolina Panthers,car,1,2017
1803,Seattle Seahawks,sea,Green Bay Packers,gnb,Green Bay Packers,gnb,1,2017
1804,New York Giants,nyg,Dallas Cowboys,dal,Dallas Cowboys,dal,1,2017
1805,New Orleans Saints,nor,Minnesota Vikings,min,Minnesota Vikings,min,1,2017
1806,Los Angeles Chargers,sdg,Denver Broncos,den,Denver Broncos,den,1,2017
1807,Houston Texans,htx,Cincinnati Bengals,cin,Houston Texans,htx,2,2017
1808,Buffalo Bills,buf,Carolina Panthers,car,Carolina Panthers,car,2,2017
1809,Chicago Bears,chi,Tampa Bay Buccaneers,tam,Tampa Bay Buccaneers,tam,2,2017
1810,Cleveland Browns,cle,Baltimore Ravens,rav,Baltimore Ravens,rav,2,2017
1811,Minnesota Vikings,min,Pittsburgh Steelers,pit,Pittsburgh Steelers,pit,2,2017
1812,New England Patriots,nwe,New Orleans Saints,nor,New England Patriots,nwe,2,2017
1813,Philadelphia Eagles,phi,Kansas City Chiefs,kan,Kansas City Chiefs,kan,2,2017
1814,Tennessee Titans,oti,Jacksonville Jaguars,jax,Tennessee Titans,oti,2,2017
1815,Arizona Cardinals,crd,Indianapolis Colts,clt,Arizona Cardinals,crd,2,2017
1816,Miami Dolphins,mia,Los Angeles Chargers,sdg,Miami Dolphins,mia,2,2017
1817,New York Jets,nyj,Las Vegas Raiders,rai,Las Vegas Raiders,rai,2,2017
1818,San Francisco 49ers,sfo,Seattle Seahawks,sea,Seattle Seahawks,sea,2,2017
1819,Washington Football Team,was,Los Angeles Rams,ram,Washington Football Team,was,2,2017
1820,Dallas Cowboys,dal,Denver Broncos,den,Denver Broncos,den,2,2017
1821,Green Bay Packers,gnb,Atlanta Falcons,atl,Atlanta Falcons,atl,2,2017
1822,Detroit Lions,det,New York Giants,nyg,Detroit Lions,det,2,2017
1823,Los Angeles Rams,ram,San Francisco 49ers,sfo,Los Angeles Rams,ram,3,2017
1824,Baltimore Ravens,rav,Jacksonville Jaguars,jax,Jacksonville Jaguars,jax,3,2017
1825,New Orleans Saints,nor,Carolina Panthers,car,New Orleans Saints,nor,3,2017
1826,Denver Broncos,den,Buffalo Bills,buf,Buffalo Bills,buf,3,2017
1827,New York Giants,nyg,Philadelphia Eagles,phi,Philadelphia Eagles,phi,3,2017
1828,Miami Dolphins,mia,New York Jets,nyj,New York Jets,nyj,3,2017
1829,Houston Texans,htx,New England Patriots,nwe,New England Patriots,nwe,3,2017
1830,Tampa Bay Buccaneers,tam,Minnesota Vikings,min,Minnesota Vikings,min,3,2017
1831,Atlanta Falcons,atl,Detroit Lions,det,Atlanta Falcons,atl,3,2017
1832,Cleveland Browns,cle,Indianapolis Colts,clt,Indianapolis Colts,clt,3,2017
1833,Pittsburgh Steelers,pit,Chicago Bears,chi,Chicago Bears,chi,3,2017
1834,Seattle Seahawks,sea,Tennessee Titans,oti,Tennessee Titans,oti,3,2017
1835,Kansas City Chiefs,kan,Los Angeles Chargers,sdg,Kansas City Chiefs,kan,3,2017
1836,Cincinnati Bengals,cin,Green Bay Packers,gnb,Green Bay Packers,gnb,3,2017
1837,Las Vegas Raiders,rai,Washington Football Team,was,Washington Football Team,was,3,2017
1838,Dallas Cowboys,dal,Arizona Cardinals,crd,Dallas Cowboys,dal,3,2017
1839,Chicago Bears,chi,Green Bay Packers,gnb,Green Bay Packers,gnb,4,2017
