,away_name,away_abbr,home_name,home_abbr,winning_name,winning_abbr,week,year
2547,Atlanta Falcons,atl,Tampa Bay Buccaneers,tam,Atlanta Falcons,atl,17,2019
2548,Miami Dolphins,mia,New England Patriots,nwe,Miami Dolphins,mia,17,2019
2549,Chicago Bears,chi,Minnesota Vikings,min,Chicago Bears,chi,17,2019
2550,Los Angeles Chargers,sdg,Kansas City Chiefs,kan,Kansas City Chiefs,kan,17,2019
2551,Green Bay Packers,gnb,Detroit Lions,det,Green Bay Packers,gnb,17,2019
2552,Pittsburgh Steelers,pit,Baltimore Ravens,rav,Baltimore Ravens,rav,17,2019
2553,Arizona Cardinals,crd,Los Angeles Rams,ram,Los Angeles Rams,ram,17,2019
2554,Philadelphia Eagles,phi,New York Giants,nyg,Philadelphia Eagles,phi,17,2019
2555,Indianapolis Colts,clt,Jacksonville Jaguars,jax,Jacksonville Jaguars,jax,17,2019
2556,Tennessee Titans,oti,Houston Texans,htx,Tennessee Titans,oti,17,2019
2557,Las Vegas Raiders,rai,Denver Broncos,den,Denver Broncos,den,17,2019
2558,Washington Football Team,was,Dallas Cowboys,dal,Dallas Cowboys,dal,17,2019
2559,San Francisco 49ers,sfo,Seattle Seahawks,sea,San Francisco 49ers,sfo,17,2019
2560,Houston Texans,htx,Kansas City Chiefs,kan,Kansas City Chiefs,kan,1,2020
2561,New York Jets,nyj,Buffalo Bills,buf,Buffalo Bills,buf,1,2020
2562,Seattle Seahawks,sea,Atlanta Falcons,atl,Seattle Seahawks,sea,1,2020
2563,Philadelphia Eagles,phi,Washington Football Team,was,Washington Football Team,was,1,2020
2564,Cleveland Browns,cle,Baltimore Ravens,rav,Baltimore Ravens,rav,1,2020
2565,Miami Dolphins,mia,New England Patriots,nwe,New England Patriots,nwe,1,2020
2566,Green Bay Packers,gnb,Minnesota Vikings,min,Green Bay Packers,gnb,1,2020
2567,Indianapolis Colts,clt,Jacksonville Jaguars,jax,Jacksonville Jaguars,jax,1,2020
2568,Chicago Bears,chi,Detroit Lions,det,Chicago Bears,chi,1,2020
2569,Las Vegas Raiders,rai,Carolina Panthers,car,Las Vegas Raiders,rai,1,2020
2570,Los Angeles Chargers,sdg,Cincinnati Bengals,cin,Los Angeles Chargers,sdg,1,2020
2571,Arizona Cardinals,crd,San Francisco 49ers,sfo,Arizona Cardinals,crd,1,2020
2572,Tampa Bay Buccaneers,tam,New Orleans Saints,nor,New Orleans Saints,nor,1,2020
2573,Dallas Cowboys,dal,Los Angeles Rams,ram,Los Angeles Rams,ram,1,2020
2574,Pittsburgh Steelers,pit,New York Giants,nyg,Pittsburgh Steelers,pit,1,2020
2575,Tennessee Titans,oti,Denver Broncos,den,Tennessee Titans,oti,1,2020
2576,Cincinnati Bengals,cin,Cleveland Browns,cle,Cleveland Browns,cle,2,2020
2577,Minnesota Vikings,min,Indianapolis Colts,clt,Indianapolis Colts,clt,2,2020
2578,New York Giants,nyg,Chicago Bears,chi,Chicago Bears,chi,2,2020
2579,Carolina Panthers,car,Tampa Bay Buccaneers,tam,Tampa Bay Buccaneers,tam,2,2020
2580,Denver Broncos,den,Pittsburgh Steelers,pit,Pittsburgh Steelers,pit,2,2020
2581,Los Angeles Rams,ram,Philadelphia Eagles,phi,Los Angeles Rams,ram,2,2020
2582,Jacksonville Jaguars,jax,Tennessee Titans,oti,Tennessee Titans,oti,2,2020
2583,San Francisco 49ers,sfo,New York Jets,nyj,San Francisco 49ers,sfo,2,2020
2584,Buffalo Bills,buf,Miami Dolphins,mia,Buffalo Bills,buf,2,2020
2585,Detroit Lions,det,Green Bay Packers,gnb,Green Bay Packers,gnb,2,2020
2586,Atlanta Falcons,atl,Dallas Cowboys,dal,Dallas Cowboys,dal,2,2020
2587,Washington Football Team,was,Arizona Cardinals,crd,Arizona Cardinals,crd,2,2020
2588,Kansas City Chiefs,kan,Los Angeles Chargers,sdg,Kansas City Chiefs,kan,2,2020
2589,Baltimore Ravens,rav,Houston Texans,htx,Baltimore Ravens,rav,2,2020
2590,New England Patriots,nwe,Seattle Seahawks,sea,Seattle Seahawks,sea,2,2020
2591,New Orleans Saints,nor,Las Vegas Raiders,rai,Las Vegas Raiders,rai,2,2020
2592,Miami Dolphins,mia,Jacksonville Jaguars,jax,Miami Dolphins,mia,3,2020
2593,Los Angeles Rams,ram,Buffalo Bills,buf,Buffalo Bills,buf,3,2020
2594,Chicago Bears,chi,Atlanta Falcons,atl,Chicago Bears,chi,3,2020
2595,Houston Texans,htx,Pittsburgh Steelers,pit,Pittsburgh Steelers,pit,3,2020
2596,Cincinnati Bengals,cin,Philadelphia Eagles,phi,,,3,2020
2597,San Francisco 49ers,sfo,New York Giants,nyg,San Francisco 49ers,sfo,3,2020
2598,Las Vegas Raiders,rai,New England Patriots,nwe,New England Patriots,nwe,3,2020
2599,Tennessee Titans,oti,Minnesota Vikings,min,Tennessee Titans,oti,3,2020
2600,Washington Football Team,was,Cleveland Browns,cle,Cleveland Browns,cle,3,2020
2601,Carolina Panthers,car,Los Angeles Chargers,sdg,Carolina Panthers,car,3,2020
2602,New York Jets,nyj,Indianapolis Colts,clt,Indianapolis Colts,clt,3,2020
2603,Dallas Cowboys,dal,Seattle Seahawks,sea,Seattle Seahawks,sea,3,2020
2604,Tampa Bay Buccaneers,tam,Denver Broncos,den,Tampa Bay Buccaneers,tam,3,2020
2605,Detroit Lions,det,Arizona Cardinals,crd,Detroit Lions,det,3,2020
2606,Green Bay Packers,gnb,New Orleans Saints,nor,Green Bay Packers,gnb,3,2020
2607,Kansas City Chiefs,kan,Baltimore Ravens,rav,Kansas City Chiefs,kan,3,2020
2608,Denver Broncos,den,New York Jets,nyj,Denver Broncos,den,4,2020
2609,Indianapolis Colts,clt,Chicago Bears,chi,Indianapolis Colts,clt,4,2020
2610,Arizona Cardinals,crd,Carolina Panthers,car,Carolina Panthers,car,4,2020
2611,Baltimore Ravens,rav,Washington Football Team,was,Baltimore Ravens,rav,4,2020
2612,Los Angeles Chargers,sdg,Tampa Bay Buccaneers,tam,Tampa Bay Buccaneers,tam,4,2020
2613,Seattle Seahawks,sea,Miami Dolphins,mia,Seattle Seahawks,sea,4,2020
2614,Minnesota Vikings,min,Houston Texans,htx,Minnesota Vikings,min,4,2020
2615,New Orleans Saints,nor,Detroit Lions,det,New Orleans Saints,nor,4,2020
2616,Cleveland Browns,cle,Dallas Cowboys,dal,Cleveland Browns,cle,4,2020
2617,Jacksonville Jaguars,jax,Cincinnati Bengals,cin,Cincinnati Bengals,cin,4,2020
2618,New York Giants,nyg,Los Angeles Rams,ram,Los Angeles Rams,ram,4,2020
2619,Buffalo Bills,buf,Las Vegas Raiders,rai,Buffalo Bills,buf,4,2020
2620,Philadelphia Eagles,phi,San Francisco 49ers,sfo,Philadelphia Eagles,phi,4,2020
2621,New England Patriots,nwe,Kansas City Chiefs,kan,Kansas City Chiefs,kan,4,2020
2622,Atlanta Falcons,atl,Green Bay Packers,gnb,Green Bay Packers,gnb,4,2020
2623,Tampa Bay Buccaneers,tam,Chicago Bears,chi,Chicago Bears,chi,5,2020
2624,Carolina Panthers,car,Atlanta Falcons,atl,Carolina Panthers,car,5,2020
2625,Los Angeles Rams,ram,Washington Football Team,was,Los Angeles Rams,ram,5,2020
2626,Cincinnati Bengals,cin,Baltimore Ravens,rav,Baltimore Ravens,rav,5,2020
2627,Philadelphia Eagles,phi,Pittsburgh Steelers,pit,Pittsburgh Steelers,pit,5,2020
2628,Arizona Cardinals,crd,New York Jets,nyj,Arizona Cardinals,crd,5,2020
2629,Las Vegas Raiders,rai,Kansas City Chiefs,kan,Las Vegas Raiders,rai,5,2020
2630,Jacksonville Jaguars,jax,Houston Texans,htx,Houston Texans,htx,5,2020
2631,Miami Dolphins,mia,San Francisco 49ers,sfo,Miami Dolphins,mia,5,2020
2632,Indianapolis Colts,clt,Cleveland Browns,cle,Cleveland Browns,cle,5,2020
2633,New York Giants,nyg,Dallas Cowboys,dal,Dallas Cowboys,dal,5,2020
2634,Minnesota Vikings,min,Seattle Seahawks,sea,Seattle Seahawks,sea,5,2020
2635,Los Angeles Chargers,sdg,New Orleans Saints,nor,New Orleans Saints,nor,5,2020
2636,Buffalo Bills,buf,Tennessee Titans,oti,Tennessee Titans,oti,5,2020
2637,Detroit Lions,det,Jacksonville Jaguars,jax,Detroit Lions,det,6,2020
2638,Cincinnati Bengals,cin,Indianapolis Colts,clt,Indianapolis Colts,clt,6,2020
2639,Chicago Bears,chi,Carolina Panthers,car,Chicago Bears,chi,6,2020
2640,Cleveland Browns,cle,Pittsburgh Steelers,pit,Pittsburgh Steelers,pit,6,2020
2641,Baltimore Ravens,rav,Philadelphia Eagles,phi,Baltimore Ravens,rav,6,2020
2642,Houston Texans,htx,Tennessee Titans,oti,Tennessee Titans,oti,6,2020
2643,Washington Football Team,was,New York Giants,nyg,New York Giants,nyg,6,2020
2644,Denver Broncos,den,New England Patriots,nwe,Denver Broncos,den,6,2020
2645,Atlanta Falcons,atl,Minnesota Vikings,min,Atlanta Falcons,atl,6,2020
2646,New York Jets,nyj,Miami Dolphins,mia,Miami Dolphins,mia,6,2020
2647,Green Bay Packers,gnb,Tampa Bay Buccaneers,tam,Tampa Bay Buccaneers,tam,6,2020
2648,Los Angeles Rams,ram,San Francisco 49ers,sfo,San Francisco 49ers,sfo,6,2020
2649,Kansas City Chiefs,kan,Buffalo Bills,buf,Kansas City Chiefs,kan,6,2020
2650,Arizona Cardinals,crd,Dallas Cowboys,dal,Arizona Cardinals,crd,6,2020
2651,New York Giants,nyg,Philadelphia Eagles,phi,Philadelphia Eagles,phi,7,2020
2652,Cleveland Browns,cle,Cincinnati Bengals,cin,Cleveland Browns,cle,7,2020
2653,Detroit Lions,det,Atlanta Falcons,atl,Detroit Lions,det,7,2020
2654,Dallas Cowboys,dal,Washington Football Team,was,Washington Football Team,was,7,2020
2655,Pittsburgh Steelers,pit,Tennessee Titans,oti,Pittsburgh Steelers,pit,7,2020
2656,Buffalo Bills,buf,New York Jets,nyj,Buffalo Bills,buf,7,2020
2657,Carolina Panthers,car,New Orleans Saints,nor,New Orleans Saints,nor,7,2020
2658,Green Bay Packers,gnb,Houston Texans,htx,Green Bay Packers,gnb,7,2020
2659,Tampa Bay Buccaneers,tam,Las Vegas Raiders,rai,Tampa Bay Buccaneers,tam,7,2020
2660,Jacksonville Jaguars,jax,Los Angeles Chargers,sdg,Los Angeles Chargers,sdg,7,2020
2661,San Francisco 49ers,sfo,New England Patriots,nwe,San Francisco 49ers,sfo,7,2020
2662,Kansas City Chiefs,kan,Denver Broncos,den,Kansas City Chiefs,kan,7,2020
2663,Seattle Seahawks,sea,Arizona Cardinals,crd,Arizona Cardinals,crd,7,2020
2664,Chicago Bears,chi,Los Angeles Rams,ram,Los Angeles Rams,ram,7,2020
2665,Atlanta Falcons,atl,Carolina Panthers,car,Atlanta Falcons,atl,8,2020
2666,New England Patriots,nwe,Buffalo Bills,buf,Buffalo Bills,buf,8,2020
2667,Pittsburgh Steelers,pit,Baltimore Ravens,rav,Pittsburgh Steelers,pit,8,2020
2668,Los Angeles Rams,ram,Miami Dolphins,mia,Miami Dolphins,mia,8,2020
2669,New York Jets,nyj,Kansas City Chiefs,kan,Kansas City Chiefs,kan,8,2020
2670,Minnesota Vikings,min,Green Bay Packers,gnb,Minnesota Vikings,min,8,2020
2671,Indianapolis Colts,clt,Detroit Lions,det,Indianapolis Colts,clt,8,2020
2672,Las Vegas Raiders,rai,Cleveland Browns,cle,Las Vegas Raiders,rai,8,2020
2673,Tennessee Titans,oti,Cincinnati Bengals,cin,Cincinnati Bengals,cin,8,2020
2674,Los Angeles Chargers,sdg,Denver Broncos,den,Denver Broncos,den,8,2020
2675,New Orleans Saints,nor,Chicago Bears,chi,New Orleans Saints,nor,8,2020
2676,San Francisco 49ers,sfo,Seattle Seahawks,sea,Seattle Seahawks,sea,8,2020
2677,Dallas Cowboys,dal,Philadelphia Eagles,phi,Philadelphia Eagles,phi,8,2020
2678,Tampa Bay Buccaneers,tam,New York Giants,nyg,Tampa Bay Buccaneers,tam,8,2020
2679,Green Bay Packers,gnb,San Francisco 49ers,sfo,Green Bay Packers,gnb,9,2020
2680,Seattle Seahawks,sea,Buffalo Bills,buf,Buffalo Bills,buf,9,2020
2681,Denver Broncos,den,Atlanta Falcons,atl,Atlanta Falcons,atl,9,2020
2682,New York Giants,nyg,Washington Football Team,was,New York Giants,nyg,9,2020
2683,Chicago Bears,chi,Tennessee Titans,oti,Tennessee Titans,oti,9,2020
2684,Detroit Lions,det,Minnesota Vikings,min,Minnesota Vikings,min,9,2020
2685,Carolina Panthers,car,Kansas City Chiefs,kan,Kansas City Chiefs,kan,9,2020
2686,Houston Texans,htx,Jacksonville Jaguars,jax,Houston Texans,htx,9,2020
2687,Baltimore Ravens,rav,Indianapolis Colts,clt,Baltimore Ravens,rav,9,2020
2688,Las Vegas Raiders,rai,Los Angeles Chargers,sdg,Las Vegas Raiders,rai,9,2020
2689,Pittsburgh Steelers,pit,Dallas Cowboys,dal,Pittsburgh Steelers,pit,9,2020
2690,Miami Dolphins,mia,Arizona Cardinals,crd,Miami Dolphins,mia,9,2020
2691,New Orleans Saints,nor,Tampa Bay Buccaneers,tam,New Orleans Saints,nor,9,2020
2692,New England Patriots,nwe,New York Jets,nyj,New England Patriots,nwe,9,2020
2693,Indianapolis Colts,clt,Tennessee Titans,oti,Indianapolis Colts,clt,10,2020
2694,Houston Texans,htx,Cleveland Browns,cle,Cleveland Browns,cle,10,2020
2695,Tampa Bay Buccaneers,tam,Carolina Panthers,car,Tampa Bay Buccaneers,tam,10,2020
2696,Philadelphia Eagles,phi,New York Giants,nyg,New York Giants,nyg,10,2020
2697,Jacksonville Jaguars,jax,Green Bay Packers,gnb,Green Bay Packers,gnb,10,2020
2698,Washington Football Team,was,Detroit Lions,det,Detroit Lions,det,10,2020
2699,Denver Broncos,den,Las Vegas Raiders,rai,Las Vegas Raiders,rai,10,2020
2700,Los Angeles Chargers,sdg,Miami Dolphins,mia,Miami Dolphins,mia,10,2020
2701,Buffalo Bills,buf,Arizona Cardinals,crd,Arizona Cardinals,crd,10,2020
2702,Seattle Seahawks,sea,Los Angeles Rams,ram,Los Angeles Rams,ram,10,2020
2703,Cincinnati Bengals,cin,Pittsburgh Steelers,pit,Pittsburgh Steelers,pit,10,2020
2704,San Francisco 49ers,sfo,New Orleans Saints,nor,New Orleans Saints,nor,10,2020
2705,Baltimore Ravens,rav,New England Patriots,nwe,New England Patriots,nwe,10,2020
2706,Minnesota Vikings,min,Chicago Bears,chi,Minnesota Vikings,min,10,2020
2707,Arizona Cardinals,crd,Seattle Seahawks,sea,Seattle Seahawks,sea,11,2020
2708,Philadelphia Eagles,phi,Cleveland Browns,cle,Cleveland Browns,cle,11,2020
2709,Detroit Lions,det,Carolina Panthers,car,Carolina Panthers,car,11,2020
2710,Cincinnati Bengals,cin,Washington Football Team,was,Washington Football Team,was,11,2020
2711,Tennessee Titans,oti,Baltimore Ravens,rav,Tennessee Titans,oti,11,2020
2712,Atlanta Falcons,atl,New Orleans Saints,nor,New Orleans Saints,nor,11,2020
2713,Pittsburgh Steelers,pit,Jacksonville Jaguars,jax,Pittsburgh Steelers,pit,11,2020
2714,New England Patriots,nwe,Houston Texans,htx,Houston Texans,htx,11,2020
2715,New York Jets,nyj,Los Angeles Chargers,sdg,Los Angeles Chargers,sdg,11,2020
2716,Miami Dolphins,mia,Denver Broncos,den,Denver Broncos,den,11,2020
2717,Dallas Cowboys,dal,Minnesota Vikings,min,Dallas Cowboys,dal,11,2020
2718,Green Bay Packers,gnb,Indianapolis Colts,clt,Indianapolis Colts,clt,11,2020
2719,Kansas City Chiefs,kan,Las Vegas Raiders,rai,Kansas City Chiefs,kan,11,2020
2720,Los Angeles Rams,ram,Tampa Bay Buccaneers,tam,Los Angeles Rams,ram,11,2020
2721,Houston Texans,htx,Detroit Lions,det,Houston Texans,htx,12,2020
2722,Washington Football Team,was,Dallas Cowboys,dal,Washington Football Team,was,12,2020
2723,Las Vegas Raiders,rai,Atlanta Falcons,atl,Atlanta Falcons,atl,12,2020
2724,Miami Dolphins,mia,New York Jets,nyj,Miami Dolphins,mia,12,2020
2725,Arizona Cardinals,crd,New England Patriots,nwe,New England Patriots,nwe,12,2020
2726,Carolina Panthers,car,Minnesota Vikings,min,Minnesota Vikings,min,12,2020
2727,Cleveland Browns,cle,Jacksonville Jaguars,jax,Cleveland Browns,cle,12,2020
2728,Tennessee Titans,oti,Indianapolis Colts,clt,Tennessee Titans,oti,12,2020
2729,New York Giants,nyg,Cincinnati Bengals,cin,New York Giants,nyg,12,2020
2730,Los Angeles Chargers,sdg,Buffalo Bills,buf,Buffalo Bills,buf,12,2020
2731,San Francisco 49ers,sfo,Los Angeles Rams,ram,San Francisco 49ers,sfo,12,2020
2732,New Orleans Saints,nor,Denver Broncos,den,New Orleans Saints,nor,12,2020
2733,Kansas City Chiefs,kan,Tampa Bay Buccaneers,tam,Kansas City Chiefs,kan,12,2020
2734,Chicago Bears,chi,Green Bay Packers,gnb,Green Bay Packers,gnb,12,2020
2735,Seattle Seahawks,sea,Philadelphia Eagles,phi,Seattle Seahawks,sea,12,2020
2736,Baltimore Ravens,rav,Pittsburgh Steelers,pit,Pittsburgh Steelers,pit,12,2020
2737,Detroit Lions,det,Chicago Bears,chi,Detroit Lions,det,13,2020
2738,New Orleans Saints,nor,Atlanta Falcons,atl,New Orleans Saints,nor,13,2020
2739,Cleveland Browns,cle,Tennessee Titans,oti,Cleveland Browns,cle,13,2020
2740,Las Vegas Raiders,rai,New York Jets,nyj,Las Vegas Raiders,rai,13,2020
2741,Jacksonville Jaguars,jax,Minnesota Vikings,min,Minnesota Vikings,min,13,2020
2742,Cincinnati Bengals,cin,Miami Dolphins,mia,Miami Dolphins,mia,13,2020
2743,Indianapolis Colts,clt,Houston Texans,htx,Indianapolis Colts,clt,13,2020
2744,Los Angeles Rams,ram,Arizona Cardinals,crd,Los Angeles Rams,ram,13,2020
2745,New York Giants,nyg,Seattle Seahawks,sea,New York Giants,nyg,13,2020
2746,New England Patriots,nwe,Los Angeles Chargers,sdg,New England Patriots,nwe,13,2020
2747,Philadelphia Eagles,phi,Green Bay Packers,gnb,Green Bay Packers,gnb,13,2020
2748,Denver Broncos,den,Kansas City Chiefs,kan,Kansas City Chiefs,kan,13,2020
2749,Washington Football Team,was,Pittsburgh Steelers,pit,Washington Football Team,was,13,2020
2750,Buffalo Bills,buf,San Francisco 49ers,sfo,Buffalo Bills,buf,13,2020
2751,Dallas Cowboys,dal,Baltimore Ravens,rav,Baltimore Ravens,rav,13,2020
2752,New England Patriots,nwe,Los Angeles Rams,ram,Los Angeles Rams,ram,14,2020
2753,Denver Broncos,den,Carolina Panthers,car,Denver Broncos,den,14,2020
2754,Minnesota Vikings,min,Tampa Bay Buccaneers,tam,Tampa Bay Buccaneers,tam,14,2020
2755,Arizona Cardinals,crd,New York Giants,nyg,Arizona Cardinals,crd,14,2020
2756,Kansas City Chiefs,kan,Miami Dolphins,mia,Kansas City Chiefs,kan,14,2020
2757,Tennessee Titans,oti,Jacksonville Jaguars,jax,Tennessee Titans,oti,14,2020
2758,Dallas Cowboys,dal,Cincinnati Bengals,cin,Dallas Cowboys,dal,14,2020
2759,Houston Texans,htx,Chicago Bears,chi,Chicago Bears,chi,14,2020
2760,New York Jets,nyj,Seattle Seahawks,sea,Seattle Seahawks,sea,14,2020
2761,Indianapolis Colts,clt,Las Vegas Raiders,rai,Indianapolis Colts,clt,14,2020
2762,Washington Football Team,was,San Francisco 49ers,sfo,Washington Football Team,was,14,2020
2763,Atlanta Falcons,atl,Los Angeles Chargers,sdg,Los Angeles Chargers,sdg,14,2020
2764,New Orleans Saints,nor,Philadelphia Eagles,phi,Philadelphia Eagles,phi,14,2020
2765,Green Bay Packers,gnb,Detroit Lions,det,Green Bay Packers,gnb,14,2020
2766,Pittsburgh Steelers,pit,Buffalo Bills,buf,Buffalo Bills,buf,14,2020
2767,Baltimore Ravens,rav,Cleveland Browns,cle,Baltimore Ravens,rav,14,2020
2768,Los Angeles Chargers,sdg,Las Vegas Raiders,rai,Los Angeles Chargers,sdg,15,2020
2769,Buffalo Bills,buf,Denver Broncos,den,Buffalo Bills,buf,15,2020
2770,Carolina Panthers,car,Green Bay Packers,gnb,Green Bay Packers,gnb,15,2020
2771,Seattle Seahawks,sea,Washington Football Team,was,Seattle Seahawks,sea,15,2020
2772,Jacksonville Jaguars,jax,Baltimore Ravens,rav,Baltimore Ravens,rav,15,2020
2773,Detroit Lions,det,Tennessee Titans,oti,Tennessee Titans,oti,15,2020
2774,Chicago Bears,chi,Minnesota Vikings,min,Chicago Bears,chi,15,2020
2775,New England Patriots,nwe,Miami Dolphins,mia,Miami Dolphins,mia,15,2020
2776,San Francisco 49ers,sfo,Dallas Cowboys,dal,Dallas Cowboys,dal,15,2020
2777,Houston Texans,htx,Indianapolis Colts,clt,Indianapolis Colts,clt,15,2020
2778,Tampa Bay Buccaneers,tam,Atlanta Falcons,atl,Tampa Bay Buccaneers,tam,15,2020
2779,New York Jets,nyj,Los Angeles Rams,ram,New York Jets,nyj,15,2020
2780,Philadelphia Eagles,phi,Arizona Cardinals,crd,Arizona Cardinals,crd,15,2020
2781,Kansas City Chiefs,kan,New Orleans Saints,nor,Kansas City Chiefs,kan,15,2020
2782,Cleveland Browns,cle,New York Giants,nyg,Cleveland Browns,cle,15,2020
2783,Pittsburgh Steelers,pit,Cincinnati Bengals,cin,Cincinnati Bengals,cin,15,2020
2784,Minnesota Vikings,min,New Orleans Saints,nor,New Orleans Saints,nor,16,2020
2785,Tampa Bay Buccaneers,tam,Detroit Lions,det,Tampa Bay Buccaneers,tam,16,2020
2786,San Francisco 49ers,sfo,Arizona Cardinals,crd,San Francisco 49ers,sfo,16,2020
2787,Miami Dolphins,mia,Las Vegas Raiders,rai,Miami Dolphins,mia,16,2020
2788,New York Giants,nyg,Baltimore Ravens,rav,Baltimore Ravens,rav,16,2020
2789,Indianapolis Colts,clt,Pittsburgh Steelers,pit,Pittsburgh Steelers,pit,16,2020
2790,Cleveland Browns,cle,New York Jets,nyj,New York Jets,nyj,16,2020
2791,Atlanta Falcons,atl,Kansas City Chiefs,kan,Kansas City Chiefs,kan,16,2020
2792,Chicago Bears,chi,Jacksonville Jaguars,jax,Chicago Bears,chi,16,2020
2793,Cincinnati Bengals,cin,Houston Texans,htx,Cincinnati Bengals,cin,16,2020
2794,Carolina Panthers,car,Washington Football Team,was,Carolina Panthers,car,16,2020
2795,Denver Broncos,den,Los Angeles Chargers,sdg,Los Angeles Chargers,sdg,16,2020
2796,Los Angeles Rams,ram,Seattle Seahawks,sea,Seattle Seahawks,sea,16,2020
2797,Philadelphia Eagles,phi,Dallas Cowboys,dal,Dallas Cowboys,dal,16,2020
2798,Tennessee Titans,oti,Green Bay Packers,gnb,Green Bay Packers,gnb,16,2020
2799,Buffalo Bills,buf,New England Patriots,nwe,Buffalo Bills,buf,16,2020
2800,Miami Dolphins,mia,Buffalo Bills,buf,Buffalo Bills,buf,17,2020
2801,Atlanta Falcons,atl,Tampa Bay Buccaneers,tam,Tampa Bay Buccaneers,tam,17,2020
2802,Dallas Cowboys,dal,New York Giants,nyg,New York Giants,nyg,17,2020
2803,New York Jets,nyj,New England Patriots,nwe,New England Patriots,nwe,17,2020
2804,Minnesota Vikings,min,Detroit Lions,det,Minnesota Vikings,min,17,2020
2805,Pittsburgh Steelers,pit,Cleveland Browns,cle,Cleveland Browns,cle,17,2020
2806,Baltimore Ravens,rav,Cincinnati Bengals,cin,Baltimore Ravens,rav,17,2020
2807,Green Bay Packers,gnb,Chicago Bears,chi,Green Bay Packers,gnb,17,2020
2808,New Orleans Saints,nor,Carolina Panthers,car,New Orleans Saints,nor,17,2020
2809,Seattle Seahawks,sea,San Francisco 49ers,sfo,Seattle Seahawks,sea,17,2020
2810,Arizona Cardinals,crd,Los Angeles Rams,ram,Los Angeles Rams,ram,17,2020
2811,Los Angeles Chargers,sdg,Kansas City Chiefs,kan,Los Angeles Chargers,sdg,17,2020
2812,Tennessee Titans,oti,Houston Texans,htx,Tennessee Titans,oti,17,2020
2813,Las Vegas Raiders,rai,Denver Broncos,den,Las Vegas Raiders,rai,17,2020
